requirement_id,source,source_file,source_locator,requirement,implementation_path,test_or_evidence_path,required_matrix,status,satisfied_by_prior_commit
"ADR5-L0016","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 16; section Decisions","Startup grace: 10 seconds after `Application.onCreate`.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0017","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 17; section Decisions","Resume/suspend grace: 10 seconds after a detected monotonic gap or lifecycle reactivation.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0018","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 18; section Decisions","Debugger: candidate capture suppressed and counted separately.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0019","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 19; section Decisions","Main-thread samples: at most 3, 250 ms apart, at most 64 frames and 8 KiB encoded per sample.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0020","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 20; section Decisions","Nonfatal handler request: at most one per ten minutes per process.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0021","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 21; section Decisions","Request deadline: 2 seconds; cancellation closes the request channel.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0022","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 22; section Decisions","Maximum target-process pause: 100 ms.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0023","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 23; section Decisions","Candidate body: at most 64 KiB; raw nonfatal artifact: at most 2 MiB.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ADR5-L0027","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 27; section Decisions","warmed heartbeat post work p99 below 50 microseconds;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0028","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 28; section Decisions","watchdog CPU below 0.2% over a ten-minute eligible run;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0029","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 29; section Decisions","at most 30 scheduling wakeups/minute while interactive;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0030","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 30; section Decisions","zero watchdog/heartbeat wakeups during a ten-minute ineligible run after a 30-second settling window;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0031","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 31; section Decisions","zero false candidates in sixty healthy minutes per engineering lane;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0032","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 32; section Decisions","10/10 capture of deterministic six-second main-looper stalls per lane;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0033","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 33; section Decisions","10/10 timeout/cancellation completion without deadlock when the handler is hung;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0034","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 34; section Decisions","target pause p95 and maximum both at or below 100 ms;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR5-L0035","ADR0005","docs\adr\0005-live-anr-thresholds-and-sampling.md","line 35; section Decisions","exactly one nonfatal request in a ten-minute repeated-stall rate window.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR6-L0011","ADR0006","docs\adr\0006-deterministic-package-compression.md","line 11; section Decision","`.tbdiag` v1 uses ZIP method `STORED` for every entry. Entry content is already bounded, and avoiding DEFLATE removes compressor-version variance, expansion work, and crash/recovery complexity. CRC-32, sizes, canonical order, normalized paths, and deterministic DOS timestamps are written before approval. ZIP64, data descriptors, comments, unknown extras, nesting, and encryption are prohibited.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR6-L0017","ADR0006","docs\adr\0006-deterministic-package-compression.md","line 17; section Rationale","`STORED` is a valid deterministic compression choice and is the most reproducible, bounded, and reviewable option. It does not weaken privacy or expand package eligibility.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0009","ADR0007","docs\adr\0007-open-decision-closure.md","line 9; section Decision map","Open decision | Frozen in","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0011","ADR0007","docs\adr\0007-open-decision-closure.md","line 11; section Decision map","1. Crashpad revision and patches | ADR-0002","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0012","ADR0007","docs\adr\0007-open-decision-closure.md","line 12; section Decision map","2. Raw streams and memory ranges | ADR-0002","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0013","ADR0007","docs\adr\0007-open-decision-closure.md","line 13; section Decision map","3. Handler lifecycle and IPC | ADR-0003","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0014","ADR0007","docs\adr\0007-open-decision-closure.md","line 14; section Decision map","4. Coexistence default | ADR-0003","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0015","ADR0007","docs\adr\0007-open-decision-closure.md","line 15; section Decision map","5. Production ABIs | ADR-0003","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0016","ADR0007","docs\adr\0007-open-decision-closure.md","line 16; section Decision map","6. Pre-AEAD C1/C2 storage | ADR-0004","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0017","ADR0007","docs\adr\0007-open-decision-closure.md","line 17; section Decision map","7. C0 Direct Boot schema | ADR-0004","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0018","ADR0007","docs\adr\0007-open-decision-closure.md","line 18; section Decision map","8. Schema evolution | ADR-0004","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0019","ADR0007","docs\adr\0007-open-decision-closure.md","line 19; section Decision map","9. ANR thresholds and caps | ADR-0005","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0020","ADR0007","docs\adr\0007-open-decision-closure.md","line 20; section Decision map","10. Deterministic compression | ADR-0006","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0021","ADR0007","docs\adr\0007-open-decision-closure.md","line 21; section Decision map","11. Raw quota and TTL | ADR-0002","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0022","ADR0007","docs\adr\0007-open-decision-closure.md","line 22; section Decision map","12. Global policy outcomes | ADR-0004","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ADR7-L0024","ADR0007","docs\adr\0007-open-decision-closure.md","line 24; section Decision map","All choices preserve API 30-37, the mandatory handler and live watchdog, fail closed on ambiguity, keep hard bounds at least as restrictive as the design, and do not expand collection, retention, disclosure, or export eligibility.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
